STATE,name,STNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
26,Oscoda,Michigan,8219,8234,8311
26,Otsego,Michigan,25091,25102,25289
26,Ottawa,Michigan,296200,296787,299157
26,Presque Isle,Michigan,12982,12979,13093
26,Roscommon,Michigan,23459,23432,23633
26,Saginaw,Michigan,190124,189831,189591
26,St. Clair,Michigan,160383,160265,160053
26,St. Joseph,Michigan,60939,60902,60758
26,Sanilac,Michigan,40611,40506,40506
26,Schoolcraft,Michigan,8047,8041,8030
26,Shiawassee,Michigan,68094,67983,67877
26,Tuscola,Michigan,53323,53274,52917
26,Van Buren,Michigan,75587,75556,75658
26,Washtenaw,Michigan,372258,371656,369390
26,Wayne,Michigan,1793561,1790225,1774816
26,Wexford,Michigan,33673,33676,33901
27,Aitkin,Minnesota,15697,15693,15887
27,Anoka,Minnesota,363887,364299,367018
27,Becker,Minnesota,35183,35147,35219
27,Beltrami,Minnesota,46228,46230,46380
27,Benton,Minnesota,41379,41338,41459
27,Big Stone,Minnesota,5166,5147,5145
27,Blue Earth,Minnesota,69112,69173,69280
27,Brown,Minnesota,25912,25885,25819
27,Carlton,Minnesota,36207,36156,36409
27,Carver,Minnesota,106922,107286,108626
27,Cass,Minnesota,30066,30125,30639
27,Chippewa,Minnesota,12598,12593,12357
27,Chisago,Minnesota,56621,56670,57469
27,Clay,Minnesota,65318,65351,65574
27,Clearwater,Minnesota,8524,8580,8576
27,Cook,Minnesota,5600,5592,5617
27,Cottonwood,Minnesota,11517,11489,11569
27,Crow Wing,Minnesota,66123,66236,67270
27,Dakota,Minnesota,439882,440317,442038
27,Dodge,Minnesota,20867,20861,20935
27,Douglas,Minnesota,39006,39079,39238
27,Faribault,Minnesota,13921,13888,13909
27,Fillmore,Minnesota,21228,21246,21271
27,Freeborn,Minnesota,30895,30883,30749
27,Goodhue,Minnesota,47582,47536,47968
27,Grant,Minnesota,6074,6080,6153
27,Hennepin,Minnesota,1281565,1281267,1267416
27,Houston,Minnesota,18843,18818,18778
27,Hubbard,Minnesota,21344,21380,21715
27,Isanti,Minnesota,41135,41383,41906
27,Itasca,Minnesota,45014,44984,45070
27,Jackson,Minnesota,9989,9969,9990
27,Kanabec,Minnesota,16032,16040,16159
27,Kandiyohi,Minnesota,43732,43685,43767
27,Kittson,Minnesota,4207,4180,4146
27,Koochiching,Minnesota,12062,12031,11941
27,Lac qui Parle,Minnesota,6719,6701,6684
27,Lake,Minnesota,10905,10885,10986
27,Lake of the Woods,Minnesota,3763,3760,3823
27,Le Sueur,Minnesota,28674,28627,28841
27,Lincoln,Minnesota,5640,5628,5567
27,Lyon,Minnesota,25269,25174,25231
27,McLeod,Minnesota,36771,36701,36735
27,Mahnomen,Minnesota,5411,5374,5414
27,Marshall,Minnesota,9040,9035,8988
27,Martin,Minnesota,20025,19970,19915
27,Meeker,Minnesota,23400,23428,23376
27,Mille Lacs,Minnesota,26459,26410,26867
27,Morrison,Minnesota,34010,33980,33992
27,Mower,Minnesota,40029,40049,40158
27,Murray,Minnesota,8179,8168,8144
27,Nicollet,Minnesota,34454,34490,34332
27,Nobles,Minnesota,22290,22183,21991
27,Norman,Minnesota,6441,6422,6416
27,Olmsted,Minnesota,162847,162991,163436
27,Otter Tail,Minnesota,60081,60024,60046
27,Pennington,Minnesota,13992,13939,13780
27,Pine,Minnesota,28876,28854,29302
27,Pipestone,Minnesota,9424,9405,9313
27,Polk,Minnesota,31192,31051,30757
27,Pope,Minnesota,11308,11309,11403
27,Ramsey,Minnesota,552352,551480,543257
27,Red Lake,Minnesota,3935,3936,3933
27,Redwood,Minnesota,15425,15391,15366
27,Renville,Minnesota,14723,14684,14608
27,Rice,Minnesota,67097,67030,67262
27,Rock,Minnesota,9704,9705,9680
27,Roseau,Minnesota,15331,15294,15258
27,St. Louis,Minnesota,200231,199962,199182
27,Scott,Minnesota,150928,151265,153268
27,Sherburne,Minnesota,97183,97479,99074
27,Sibley,Minnesota,14836,14802,14917
27,Stearns,Minnesota,158292,158349,158947
27,Steele,Minnesota,37406,37352,37349
27,Stevens,Minnesota,9671,9646,9700
27,Swift,Minnesota,9838,9791,9749
27,Todd,Minnesota,25262,25250,25237
27,Traverse,Minnesota,3360,3346,3286
27,Wabasha,Minnesota,21387,21417,21509
27,Wadena,Minnesota,14065,14107,14177
27,Waseca,Minnesota,18968,18954,19000
27,Washington,Minnesota,267568,268191,272256
27,Watonwan,Minnesota,11253,11221,11135
27,Wilkin,Minnesota,6506,6481,6395
27,Winona,Minnesota,49671,49606,49630
27,Wright,Minnesota,141337,141759,144845
27,Yellow Medicine,Minnesota,9528,9492,9411
28,Adams,Mississippi,29538,29405,28742
28,Alcorn,Mississippi,34740,34680,34349
28,Amite,Mississippi,12720,12698,12637
28,Attala,Mississippi,17889,17828,17742
28,Benton,Mississippi,7646,7661,7646
28,Bolivar,Mississippi,30985,30849,30308
28,Calhoun,Mississippi,13266,13240,13018
28,Carroll,Mississippi,9998,9941,9879
28,Chickasaw,Mississippi,17106,17067,17011
28,Choctaw,Mississippi,8246,8202,8106
28,Claiborne,Mississippi,9135,9093,8908
28,Clarke,Mississippi,15615,15533,15421
28,Clay,Mississippi,18636,18645,18535
28,Coahoma,Mississippi,21390,21232,20810
28,Copiah,Mississippi,28368,28293,27995
28,Covington,Mississippi,18340,18313,18279
28,DeSoto,Mississippi,185314,185902,188633
28,Forrest,Mississippi,78158,78136,77875
28,Franklin,Mississippi,7675,7653,7676
28,George,Mississippi,24350,24335,24762
28,Greene,Mississippi,13530,13501,13630
28,Grenada,Mississippi,21629,21581,21365
28,Hancock,Mississippi,46053,46075,46055
28,Harrison,Mississippi,208621,208613,209396
28,Hinds,Mississippi,227742,226636,222679
28,Holmes,Mississippi,17000,16912,16496
28,Humphreys,Mississippi,7785,7715,7551
28,Issaquena,Mississippi,1338,1326,1280
28,Itawamba,Mississippi,23863,23824,23838
28,Jackson,Mississippi,143252,143291,143987
28,Jasper,Mississippi,16367,16348,16291
28,Jefferson,Mississippi,7260,7254,7205
28,Jefferson Davis,Mississippi,11321,11258,11134
28,Jones,Mississippi,67246,67142,66744
28,Kemper,Mississippi,8988,8983,8829
28,Lafayette,Mississippi,55813,55905,56884
28,Lamar,Mississippi,64222,64368,65353
28,Lauderdale,Mississippi,72984,72706,72088
28,Lawrence,Mississippi,12016,11984,11812
28,Leake,Mississippi,21275,21247,21196
28,Lee,Mississippi,83343,83228,82883
28,Leflore,Mississippi,28339,28196,27557
28,Lincoln,Mississippi,34907,34815,34943
28,Lowndes,Mississippi,58879,58726,58150
28,Madison,Mississippi,109145,109222,109813
28,Marion,Mississippi,24441,24399,24378
28,Marshall,Mississippi,33752,33754,33725
28,Monroe,Mississippi,34180,34093,33883
28,Montgomery,Mississippi,9822,9793,9729
28,Neshoba,Mississippi,29087,28992,28993
28,Newton,Mississippi,21291,21243,21056
28,Noxubee,Mississippi,10285,10231,10123
28,Oktibbeha,Mississippi,51788,51710,51842
28,Panola,Mississippi,33208,33114,32851
28,Pearl River,Mississippi,56145,56140,56503
28,Perry,Mississippi,11511,11470,11571
28,Pike,Mississippi,40324,40209,39973
28,Pontotoc,Mississippi,31184,31206,31445
28,Prentiss,Mississippi,25008,24935,24996
28,Quitman,Mississippi,6176,6153,5935
28,Rankin,Mississippi,157031,157052,158096
28,Scott,Mississippi,27990,27958,27598
28,Sharkey,Mississippi,3800,3767,3663
28,Simpson,Mississippi,25949,25893,25750
28,Smith,Mississippi,14209,14204,14191
28,Stone,Mississippi,18333,18333,18644
28,Sunflower,Mississippi,25971,25826,25402
28,Tallahatchie,Mississippi,12715,12670,12366
28,Tate,Mississippi,28064,28124,28234
28,Tippah,Mississippi,21815,21732,21635
28,Tishomingo,Mississippi,18850,18822,18750
28,Tunica,Mississippi,9782,9720,9696
28,Union,Mississippi,27777,27780,27953
28,Walthall,Mississippi,13884,13863,13836
28,Warren,Mississippi,44722,44548,43579
28,Washington,Mississippi,44922,44613,43687
28,Wayne,Mississippi,19779,19778,19709
28,Webster,Mississippi,9926,9921,9983
28,Wilkinson,Mississippi,8587,8525,8315
28,Winston,Mississippi,17714,17673,17596
28,Yalobusha,Mississippi,12481,12446,12415
28,Yazoo,Mississippi,26743,26618,26373
29,Adair,Missouri,25314,25246,25185
29,Andrew,Missouri,18135,18083,18002
29,Atchison,Missouri,5305,5306,5234
29,Audrain,Missouri,24962,24925,24982
29,Barry,Missouri,34534,34539,34712
29,Barton,Missouri,11637,11613,11658
29,Bates,Missouri,16042,16044,16105
29,Benton,Missouri,19394,19409,19908
29,Bollinger,Missouri,10567,10525,10556
29,Boone,Missouri,183610,183894,185840
29,Buchanan,Missouri,84793,84615,83853
29,Butler,Missouri,42130,42007,42101
29,Caldwell,Missouri,8815,8806,8897
29,Callaway,Missouri,44283,44288,44638
29,Camden,Missouri,42745,42784,43436
29,Cape Girardeau,Missouri,81710,81788,82113
29,Carroll,Missouri,8495,8461,8376
29,Carter,Missouri,5202,5207,5320
29,Cass,Missouri,107824,108113,109638
29,Cedar,Missouri,14188,14199,14496
29,Chariton,Missouri,7408,7380,7356
29,Christian,Missouri,88842,89224,91499
29,Clark,Missouri,6634,6632,6736
29,Clay,Missouri,253335,253923,255518
29,Clinton,Missouri,21184,21204,21287
29,Cole,Missouri,77279,77198,77205
29,Cooper,Missouri,17103,17089,17115
29,Crawford,Missouri,23056,23026,22807
29,Dade,Missouri,7569,7586,7599
29,Dallas,Missouri,17071,17099,17341
29,Daviess,Missouri,8430,8427,8399
29,DeKalb,Missouri,11029,11014,11098
29,Dent,Missouri,14421,14418,14432
29,Douglas,Missouri,11578,11592,11732
29,Dunklin,Missouri,28283,28178,27717
29,Franklin,Missouri,104682,104769,105231
29,Gasconade,Missouri,14794,14745,14791
29,Gentry,Missouri,6162,6115,6173
29,Greene,Missouri,298915,299060,300865
29,Grundy,Missouri,9808,9729,9720
29,Harrison,Missouri,8157,8155,8164
29,Henry,Missouri,21946,21949,22206
29,Hickory,Missouri,8279,8303,8607
29,Holt,Missouri,4223,4186,4226
29,Howard,Missouri,10151,10144,10168
29,Howell,Missouri,39750,39750,39975
29,Iron,Missouri,9537,9515,9408
29,Jackson,Missouri,717204,717243,716862
29,Jasper,Missouri,122761,122766,123155
29,Jefferson,Missouri,226739,226929,227771
29,Johnson,Missouri,54013,54002,54150
29,Knox,Missouri,3744,3732,3808
29,Laclede,Missouri,36039,36024,36133
29,Lafayette,Missouri,32984,33001,32817
29,Lawrence,Missouri,38001,37963,38321
29,Lewis,Missouri,10032,10031,10000
29,Lincoln,Missouri,59574,59829,61586
29,Linn,Missouri,11874,11849,11843
29,Livingston,Missouri,14557,14562,14755
29,McDonald,Missouri,23303,23285,23383
29,Macon,Missouri,15209,15182,15183
29,Madison,Missouri,12626,12600,12652
29,Maries,Missouri,8432,8427,8406
29,Marion,Missouri,28525,28470,28518
29,Mercer,Missouri,3538,3515,3488
29,Miller,Missouri,24722,24733,24909
29,Mississippi,Missouri,12577,12537,12538
29,Moniteau,Missouri,15473,15464,15484
29,Monroe,Missouri,8666,8666,8712
29,Montgomery,Missouri,11322,11262,11415
29,Morgan,Missouri,21006,20997,21379
29,New Madrid,Missouri,16434,16329,16035
29,Newton,Missouri,58648,58613,59386
29,Nodaway,Missouri,21241,21218,21160
29,Oregon,Missouri,8635,8617,8631
29,Osage,Missouri,13274,13249,13379
29,Ozark,Missouri,8553,8514,8782
29,Pemiscot,Missouri,15661,15585,15236
29,Perry,Missouri,18956,18960,18922
29,Pettis,Missouri,42980,42951,43188
29,Phelps,Missouri,44638,44517,44937
29,Pike,Missouri,17587,17613,17761
29,Platte,Missouri,106718,107100,108569
29,Polk,Missouri,31519,31577,32043
29,Pulaski,Missouri,53955,53964,53816
29,Putnam,Missouri,4681,4676,4712
29,Ralls,Missouri,10355,10351,10361
29,Randolph,Missouri,24716,24636,24760
29,Ray,Missouri,23158,23100,23008
29,Reynolds,Missouri,6096,6078,6087
29,Ripley,Missouri,10679,10680,10617
29,St. Charles,Missouri,405262,406258,409981
29,St. Clair,Missouri,9284,9340,9376
29,Ste. Genevieve,Missouri,18479,18476,18588
29,St. Francois,Missouri,66922,66900,67541
29,St. Louis,Missouri,1004125,1002838,997187
29,Saline,Missouri,23333,23319,23289
29,Schuyler,Missouri,4032,4007,4025
29,Scotland,Missouri,4716,4698,4693
29,Scott,Missouri,38059,38009,37840
29,Shannon,Missouri,7031,7041,7106
29,Shelby,Missouri,6103,6101,5976
29,Stoddard,Missouri,28672,28652,28479
29,Stone,Missouri,31076,31175,31548
29,Sullivan,Missouri,5999,5976,5934
29,Taney,Missouri,56066,56020,56387
29,Texas,Missouri,24487,24413,24987
29,Vernon,Missouri,19707,19642,19595
29,Warren,Missouri,35532,35707,36518
29,Washington,Missouri,23514,23499,23502
29,Wayne,Missouri,10974,10913,10914
29,Webster,Missouri,39085,39168,39735
29,Worth,Missouri,1973,1962,1983
29,Wright,Missouri,18188,18180,18610
29,St. Louis city,Missouri,301578,300528,293310
30,Beaverhead,Montana,9371,9372,9524
30,Big Horn,Montana,13124,13051,12957
30,Blaine,Montana,7044,7002,6980
30,Broadwater,Montana,6774,6846,7288
30,Carbon,Montana,10473,10512,10847
30,Carter,Montana,1415,1413,1428
30,Cascade,Montana,84414,84328,84511
30,Chouteau,Montana,5895,5899,5916
30,Custer,Montana,11867,11859,11916
30,Daniels,Montana,1661,1658,1686
30,Dawson,Montana,8940,8922,8904
30,Deer Lodge,Montana,9421,9413,9491
30,Fallon,Montana,3049,3033,3017
30,Fergus,Montana,11446,11457,11617
30,Flathead,Montana,104357,104773,108454
30,Gallatin,Montana,118960,119502,122713
30,Garfield,Montana,1173,1172,1209
30,Glacier,Montana,13778,13747,13785
30,Golden Valley,Montana,823,820,831
30,Granite,Montana,3309,3308,3344
30,Hill,Montana,16309,16250,16179
30,Jefferson,Montana,12085,12133,12470
30,Judith Basin,Montana,2023,2017,2044
30,Lake,Montana,31134,31259,32033
30,Lewis and Clark,Montana,70973,71093,72223
30,Liberty,Montana,1959,1960,1946
30,Lincoln,Montana,19677,19731,20525
30,McCone,Montana,1729,1733,1718
30,Madison,Montana,8623,8657,8917
30,Meagher,Montana,1927,1925,1964
30,Mineral,Montana,4535,4565,4860
30,Missoula,Montana,117922,118238,119533
30,Musselshell,Montana,4730,4747,4896
30,Park,Montana,17191,17193,17473
30,Petroleum,Montana,496,498,519
30,Phillips,Montana,4217,4190,4192
30,Pondera,Montana,5898,5882,5994
30,Powder River,Montana,1694,1693,1702
30,Powell,Montana,6946,6934,6999
30,Prairie,Montana,1088,1076,1091
30,Ravalli,Montana,44174,44351,45959
30,Richland,Montana,11491,11501,11283
30,Roosevelt,Montana,10794,10780,10821
30,Rosebud,Montana,8329,8298,8124
30,Sanders,Montana,12400,12451,12959
30,Sheridan,Montana,3539,3518,3527
30,Silver Bow,Montana,35133,35168,35411
30,Stillwater,Montana,8963,9010,9044
30,Sweet Grass,Montana,3678,3671,3723
30,Teton,Montana,6226,6242,6269
30,Toole,Montana,4971,4964,5011
30,Treasure,Montana,762,761,768
30,Valley,Montana,7578,7551,7537
30,Wheatland,Montana,2069,2093,2059
30,Wibaux,Montana,937,928,934
30,Yellowstone,Montana,164731,165045,167146
31,Adams,Nebraska,31205,31147,31027
31,Antelope,Nebraska,6295,6276,6279
31,Arthur,Nebraska,434,431,439
31,Banner,Nebraska,674,683,692
31,Blaine,Nebraska,431,431,461
31,Boone,Nebraska,5379,5351,5386
31,Box Butte,Nebraska,10842,10824,10604
31,Boyd,Nebraska,1810,1806,1789
31,Brown,Nebraska,2903,2903,2908
31,Buffalo,Nebraska,50084,50129,50339
31,Burt,Nebraska,6722,6721,6709
31,Butler,Nebraska,8369,8349,8444
31,Cass,Nebraska,26598,26593,27017
31,Cedar,Nebraska,8380,8373,8330
31,Chase,Nebraska,3893,3881,3826
31,Cherry,Nebraska,5455,5462,5458
31,Cheyenne,Nebraska,9468,9482,9529
31,Clay,Nebraska,6104,6101,6078
31,Colfax,Nebraska,10582,10546,10498
31,Cuming,Nebraska,9013,9009,8984
31,Custer,Nebraska,10545,10495,10460
31,Dakota,Nebraska,21582,21502,21241
31,Dawes,Nebraska,8199,8151,8148
31,Dawson,Nebraska,24111,24039,23898
31,Deuel,Nebraska,1838,1829,1865
31,Dixon,Nebraska,5606,5580,5545
31,Dodge,Nebraska,37167,37102,37103
31,Douglas,Nebraska,584526,585010,585008
31,Dundy,Nebraska,1654,1647,1635
31,Fillmore,Nebraska,5551,5567,5546
31,Franklin,Nebraska,2889,2885,2903
31,Frontier,Nebraska,2519,2510,2555
31,Furnas,Nebraska,4636,4615,4604
31,Gage,Nebraska,21704,21663,21616
31,Garden,Nebraska,1874,1883,1847
31,Garfield,Nebraska,1813,1806,1839
31,Gosper,Nebraska,1893,1891,1824
31,Grant,Nebraska,611,611,579
31,Greeley,Nebraska,2188,2180,2169
31,Hall,Nebraska,62895,62730,61979
31,Hamilton,Nebraska,9429,9403,9386
31,Harlan,Nebraska,3073,3054,3091
31,Hayes,Nebraska,856,855,843
31,Hitchcock,Nebraska,2616,2610,2586
31,Holt,Nebraska,10127,10083,10049
31,Hooker,Nebraska,711,707,734
31,Howard,Nebraska,6475,6496,6531
31,Jefferson,Nebraska,7240,7260,7176
31,Johnson,Nebraska,5290,5288,5316
31,Kearney,Nebraska,6688,6695,6674
31,Keith,Nebraska,8335,8322,8279
31,Keya Paha,Nebraska,769,763,787
31,Kimball,Nebraska,3434,3401,3412
31,Knox,Nebraska,8391,8383,8401
31,Lancaster,Nebraska,322608,322910,324514
31,Lincoln,Nebraska,34676,34551,34133
31,Logan,Nebraska,716,714,687
31,Loup,Nebraska,607,606,604
31,McPherson,Nebraska,399,396,379
31,Madison,Nebraska,35585,35473,35337
31,Merrick,Nebraska,7668,7659,7665
31,Morrill,Nebraska,4555,4539,4574
31,Nance,Nebraska,3380,3382,3390
31,Nemaha,Nebraska,7074,7088,7064
31,Nuckolls,Nebraska,4095,4081,4060
31,Otoe,Nebraska,15912,15892,15930
31,Pawnee,Nebraska,2544,2536,2548
31,Perkins,Nebraska,2858,2851,2832
31,Phelps,Nebraska,8968,8968,8937
31,Pierce,Nebraska,7317,7328,7313
31,Platte,Nebraska,34296,34280,34241
31,Polk,Nebraska,5214,5225,5174
31,Red Willow,Nebraska,10702,10671,10623
31,Richardson,Nebraska,7871,7836,7759
31,Rock,Nebraska,1262,1267,1264
31,Saline,Nebraska,14292,14249,14192
31,Sarpy,Nebraska,190604,191114,193418
31,Saunders,Nebraska,22278,22361,22787
31,Scotts Bluff,Nebraska,36084,36002,35745
31,Seward,Nebraska,17609,17605,17603
31,Sheridan,Nebraska,5127,5097,5095
31,Sherman,Nebraska,2959,2956,2964
31,Sioux,Nebraska,1135,1144,1143
31,Stanton,Nebraska,5842,5824,5816
31,Thayer,Nebraska,5034,5013,4913
31,Thomas,Nebraska,669,671,673
31,Thurston,Nebraska,6773,6769,6620
31,Valley,Nebraska,4059,4048,4066
31,Washington,Nebraska,20865,20904,20969
31,Wayne,Nebraska,9697,9687,9784
31,Webster,Nebraska,3395,3387,3411
31,Wheeler,Nebraska,774,773,795
31,York,Nebraska,14125,14084,14244
32,Churchill,Nevada,25516,25539,25723
32,Clark,Nevada,2265461,2273386,2292476
32,Douglas,Nevada,49488,49468,49870
32,Elko,Nevada,53702,53750,53915
32,Esmeralda,Nevada,729,730,743
32,Eureka,Nevada,1855,1847,1903
32,Humboldt,Nevada,17285,17283,17648
32,Lander,Nevada,5734,5725,5798
32,Lincoln,Nevada,4499,4502,4525
32,Lyon,Nevada,59235,59431,60903
32,Mineral,Nevada,4554,4553,4586
32,Nye,Nevada,51591,51968,53450
32,Pershing,Nevada,6650,6639,6741
32,Storey,Nevada,4104,4106,4143
32,Washoe,Nevada,486492,487388,493392
32,White Pine,Nevada,9080,9079,9182
32,Carson City,Nevada,58639,58677,58993
33,Belknap,New Hampshire,63705,63743,64460
33,Carroll,New Hampshire,50107,50212,51500
33,Cheshire,New Hampshire,76458,76501,77329
33,Coos,New Hampshire,31268,31173,31289
33,Grafton,New Hampshire,91118,91123,92201
33,Hillsborough,New Hampshire,422937,422705,424079
33,Merrimack,New Hampshire,153808,153922,155238
33,Rockingham,New Hampshire,314176,314430,316947
33,Strafford,New Hampshire,130889,131006,132416
33,Sullivan,New Hampshire,43063,43033,43533
34,Atlantic,New Jersey,274534,274191,274966
34,Bergen,New Jersey,955732,954774,953819
34,Burlington,New Jersey,461860,461862,464269
34,Camden,New Jersey,523485,523204,523771
34,Cape May,New Jersey,95263,95077,95661
34,Cumberland,New Jersey,154152,153848,153627
34,Essex,New Jersey,863728,862032,854917
34,Gloucester,New Jersey,302294,302607,304477
34,Hudson,New Jersey,724854,722655,702463
34,Hunterdon,New Jersey,128947,128839,129924
34,Mercer,New Jersey,387340,386759,385898
34,Middlesex,New Jersey,863162,861908,860807
34,Monmouth,New Jersey,643615,643163,645354
34,Morris,New Jersey,509285,509001,510981
34,Ocean,New Jersey,637229,638824,648998
34,Passaic,New Jersey,524118,523100,518117
34,Salem,New Jersey,64837,64859,65046
34,Somerset,New Jersey,345361,345014,345647
34,Sussex,New Jersey,144221,144082,145543
34,Union,New Jersey,575345,574349,572114
34,Warren,New Jersey,109632,109595,110731
35,Bernalillo,New Mexico,676444,676581,674393
35,Catron,New Mexico,3579,3612,3731
35,Chaves,New Mexico,65157,65168,64629
35,Cibola,New Mexico,27172,27076,27184
35,Colfax,New Mexico,12387,12332,12369
35,Curry,New Mexico,48430,48325,47999
35,De Baca,New Mexico,1698,1678,1680
35,Doña Ana,New Mexico,219561,219899,221508
35,Eddy,New Mexico,62314,62257,60911
35,Grant,New Mexico,28185,28209,27889
35,Guadalupe,New Mexico,4452,4447,4449
35,Harding,New Mexico,657,660,639
35,Hidalgo,New Mexico,4178,4149,4074
35,Lea,New Mexico,74455,74586,73004
35,Lincoln,New Mexico,20269,20296,20436
35,Los Alamos,New Mexico,19419,19424,19330
35,Luna,New Mexico,25427,25420,25532
35,McKinley,New Mexico,72902,72630,71780
35,Mora,New Mexico,4189,4184,4196
35,Otero,New Mexico,67839,67861,68537
35,Quay,New Mexico,8746,8721,8656
35,Rio Arriba,New Mexico,40363,40264,40179
35,Roosevelt,New Mexico,19191,19118,19019
35,Sandoval,New Mexico,148834,149218,151369
35,San Juan,New Mexico,121661,121429,120993
35,San Miguel,New Mexico,27201,27115,27150
35,Santa Fe,New Mexico,154823,154977,155201
35,Sierra,New Mexico,11576,11526,11502
35,Socorro,New Mexico,16595,16565,16311
35,Taos,New Mexico,34489,34392,34623
35,Torrance,New Mexico,15045,15051,15307
35,Union,New Mexico,4079,4067,4107
35,Valencia,New Mexico,76205,76329,77190
36,Albany,New York,314848,314368,313743
36,Allegany,New York,46456,46373,46106
36,Bronx,New York,1472654,1466438,1424948
36,Broome,New York,198683,198199,197240
36,Cattaraugus,New York,77042,76907,76426
36,Cayuga,New York,76248,76095,75880
36,Chautauqua,New York,127657,127424,126807
36,Chemung,New York,84148,83882,83045
36,Chenango,New York,47220,47073,46537
36,Clinton,New York,79843,79715,79596
36,Columbia,New York,61570,61550,61778
36,Cortland,New York,46809,46723,46311
36,Delaware,New York,44308,44186,44378
36,Dutchess,New York,295911,295742,297112
36,Erie,New York,954236,953254,950683
36,Essex,New York,37381,37336,37268
36,Franklin,New York,47555,47527,47456
36,Fulton,New York,53324,53160,53116
36,Genesee,New York,58388,58258,57853
36,Greene,New York,47931,47890,48499
36,Hamilton,New York,5107,5078,5119
36,Herkimer,New York,60139,60007,59937
36,Jefferson,New York,116721,116134,116295
36,Kings,New York,2736074,2727393,2641052
36,Lewis,New York,26582,26538,26573
36,Livingston,New York,61834,61699,61578
36,Madison,New York,68016,67890,67658
36,Monroe,New York,759443,758554,755160
36,Montgomery,New York,49532,49433,49558
36,Nassau,New York,1395774,1393978,1390907
36,New York,New York,1694251,1687834,1576876
36,Niagara,New York,212666,212252,211653
36,Oneida,New York,232125,231695,230274
36,Onondaga,New York,476516,475653,473236
36,Ontario,New York,112458,112475,112508
36,Orange,New York,401310,401322,404525
36,Orleans,New York,40343,40236,40191
36,Oswego,New York,117525,117351,117387
36,Otsego,New York,58524,58351,58123
36,Putnam,New York,97668,97660,97936
36,Queens,New York,2405464,2395791,2331143
36,Rensselaer,New York,161130,160923,160232
36,Richmond,New York,495747,495522,493494
36,Rockland,New York,338329,338121,339227
36,St. Lawrence,New York,108505,108311,108051
36,Saratoga,New York,235509,235689,237359
36,Schenectady,New York,158061,157861,158089
36,Schoharie,New York,29714,29720,29863
36,Schuyler,New York,17898,17857,17752
36,Seneca,New York,33814,33715,33688
36,Steuben,New York,93584,93363,92948
36,Suffolk,New York,1525920,1524099,1526344
36,Sullivan,New York,78624,78643,79806
36,Tioga,New York,48455,48355,47980
36,Tompkins,New York,105740,105404,105162
36,Ulster,New York,181851,181687,182951
36,Warren,New York,65737,65638,65618
36,Washington,New York,61302,61143,60956
36,Wayne,New York,91283,91103,90923
36,Westchester,New York,1004457,1003245,997895
36,Wyoming,New York,40531,40401,40491
36,Yates,New York,24774,24709,24613
37,Alamance,North Carolina,171415,171842,173877
37,Alexander,North Carolina,36444,36430,36644
37,Alleghany,North Carolina,10888,10899,11049
37,Anson,North Carolina,22055,22030,22060
37,Ashe,North Carolina,26577,26569,26711
37,Avery,North Carolina,17806,17798,17864
37,Beaufort,North Carolina,44652,44618,44468
37,Bertie,North Carolina,17934,17851,17505
37,Bladen,North Carolina,29606,29599,29525
37,Brunswick,North Carolina,136693,138084,144215
37,Buncombe,North Carolina,269452,269621,271534
37,Burke,North Carolina,87570,87546,87611
37,Cabarrus,North Carolina,225804,227065,231278
37,Caldwell,North Carolina,80652,80512,80463
37,Camden,North Carolina,10355,10398,10835
37,Carteret,North Carolina,67686,67656,68541
37,Caswell,North Carolina,22736,22694,22714
37,Catawba,North Carolina,160610,160747,161723
37,Chatham,North Carolina,76285,76611,77889
37,Cherokee,North Carolina,28774,28833,29167
37,Chowan,North Carolina,13708,13666,13722
37,Clay,North Carolina,11089,11118,11309
37,Cleveland,North Carolina,99519,99725,100359
37,Columbus,North Carolina,50623,50505,50092
37,Craven,North Carolina,100720,100552,100674
37,Cumberland,North Carolina,334728,334370,335508
37,Currituck,North Carolina,28100,28385,29653
37,Dare,North Carolina,36915,37001,37826
37,Davidson,North Carolina,168930,169131,170637
37,Davie,North Carolina,42712,42806,43533
37,Duplin,North Carolina,48715,48675,48515
37,Durham,North Carolina,324833,325602,326126
37,Edgecombe,North Carolina,48900,48697,48359
37,Forsyth,North Carolina,382590,382733,385523
37,Franklin,North Carolina,68573,69060,71703
37,Gaston,North Carolina,227943,228269,230856
37,Gates,North Carolina,10478,10452,10366
37,Graham,North Carolina,8030,8016,8043
37,Granville,North Carolina,60992,61041,61986
37,Greene,North Carolina,20451,20444,20417
37,Guilford,North Carolina,541299,541347,542410
37,Halifax,North Carolina,48622,48495,48272
37,Harnett,North Carolina,133568,133761,135966
37,Haywood,North Carolina,62089,62131,62476
37,Henderson,North Carolina,116281,116493,116829
37,Hertford,North Carolina,21552,21451,21278
37,Hoke,North Carolina,52082,52223,53114
37,Hyde,North Carolina,4589,4549,4508
37,Iredell,North Carolina,186693,187630,191968
37,Jackson,North Carolina,43109,43134,43410
37,Johnston,North Carolina,215999,217612,226504
37,Jones,North Carolina,9172,9156,9255
37,Lee,North Carolina,63285,63387,64138
37,Lenoir,North Carolina,55122,54995,54706
37,Lincoln,North Carolina,86810,87190,89670
37,McDowell,North Carolina,44578,44536,44717
37,Macon,North Carolina,37014,37049,37564
37,Madison,North Carolina,21193,21209,21502
37,Martin,North Carolina,22031,21949,21754
